step,timestamp,action,price,shares,reward,transaction_cost,slippage,time_penalty
10598,2023-07-03 13:39:23.439833241,1,193.57,161.0,-0.3957550464463555,0.35918504644634525,0.020000000000010232,0.01657
10604,2023-07-03 13:39:23.440582012,2,193.58,85.0,-0.07897997497640569,0.062212674976405695,0.0,0.0167673
10613,2023-07-03 13:39:23.485701931,1,193.57,146.0,-0.11475200870316155,0.08798200870314223,0.010000000000019327,0.01677
10652,2023-07-03 13:39:31.094696849,1,193.56,114.0,-0.09296095461290473,0.07619465461290473,0.0,0.0167663
10661,2023-07-03 13:39:31.098628808,2,193.57,87.0,-0.22360705225722344,0.1967337522572041,0.010000000000019327,0.0168733
10662,2023-07-03 13:39:31.098628808,1,193.57,170.0,-0.10718951803556404,0.08031621803554471,0.010000000000019327,0.0168733
10673,2023-07-03 13:39:33.400463358,1,193.55,130.0,-0.38631744644633614,0.35918504644634525,0.009999999999990905,0.0171324
10678,2023-07-03 13:39:33.400522893,2,193.55,37.0,-0.3913678088186479,0.364533008818657,0.009999999999990905,0.0168348
10694,2023-07-03 13:39:34.117460578,2,193.5,49.0,-0.06304780464462544,0.03591850464463453,0.009999999999990905,0.0171293
10712,2023-07-03 13:39:34.440246962,1,193.44,38.0,-0.3014801820430169,0.25398218204301576,0.030000000000001137,0.017498
10718,2023-07-03 13:39:34.442832721,2,193.43,162.0,-0.10687231803553562,0.08031621803554471,0.009999999999990905,0.0165561
10722,2023-07-03 13:39:34.442920552,1,193.43,161.0,-0.2807257820430067,0.25398218204301576,0.009999999999990905,0.0167436
10728,2023-07-03 13:39:34.451219338,1,193.42,175.0,-0.28082258204303506,0.25398218204301576,0.010000000000019327,0.0168404
10753,2023-07-03 13:39:35.131007596,2,193.35,74.0,-0.08825090928926906,0.07183700928926906,0.0,0.0164139
10757,2023-07-03 13:39:35.789718485,1,193.34,166.0,-0.07303570464464476,0.03591850464463453,0.020000000000010232,0.0171172
10760,2023-07-03 13:39:35.789718485,2,193.34,135.0,-0.09932987497641593,0.062212674976405695,0.020000000000010232,0.0171172
10778,2023-07-03 13:39:37.187801491,2,193.3,138.0,-0.10779431803553562,0.08031621803554471,0.009999999999990905,0.0174781
10788,2023-07-03 13:39:37.204387091,2,193.29,174.0,-0.3316855991050465,0.3151835991050465,0.0,0.016502
10792,2023-07-03 13:39:37.204488939,1,193.29,101.0,-0.15817499419729103,0.14141129419729104,0.0,0.0167637
10794,2023-07-03 13:39:37.539055512,2,193.28,128.0,-0.05215921820429248,0.025398218204301576,0.009999999999990905,0.016761
10833,2023-07-03 13:39:41.516026608,1,193.3,119.0,-0.09711761803554472,0.08031621803554471,0.0,0.0168014
10845,2023-07-03 13:39:46.970906629,1,193.29,167.0,-0.27042878204301574,0.25398218204301576,0.0,0.0164466
10846,2023-07-03 13:39:46.982556645,2,193.31,82.0,-0.042038818204301574,0.025398218204301576,0.0,0.0166406
10873,2023-07-03 13:39:52.404060440,1,193.32,75.0,-0.2806538820430351,0.25398218204301576,0.010000000000019327,0.0166717
10889,2023-07-03 13:39:54.455856327,1,193.34,103.0,-0.37001280900304134,0.3330945090030311,0.020000000000010232,0.0169183
10898,2023-07-03 13:39:54.457078286,1,193.33,141.0,-0.1280628728171972,0.1015928728172063,0.009999999999990905,0.01647
10899,2023-07-03 13:39:55.410256222,1,193.3,111.0,-0.10726531803553563,0.08031621803554471,0.009999999999990905,0.0169491
10903,2023-07-03 13:39:55.410256222,1,193.3,69.0,-0.08374124241218187,0.056792142412190966,0.009999999999990905,0.0169491
10910,2023-07-03 13:39:55.669847989,1,193.28,36.0,-0.27054688204301575,0.25398218204301576,0.0,0.0165647
10911,2023-07-03 13:39:55.669847989,1,193.28,104.0,-0.27054688204301575,0.25398218204301576,0.0,0.0165647
10920,2023-07-03 13:39:56.666517208,2,193.31,87.0,-0.2704149820430158,0.25398218204301576,0.0,0.0164328
10926,2023-07-03 13:39:57.524805325,2,193.31,38.0,-0.14308775743820826,0.11638925743821735,0.009999999999990905,0.0166985
10933,2023-07-03 13:40:01.659436733,1,193.3,101.0,-0.10718861803553562,0.08031621803554471,0.009999999999990905,0.0168724
10938,2023-07-03 13:40:01.692985728,2,193.28,72.0,-0.14577860293688136,0.11912820293689044,0.009999999999990905,0.0166504
10948,2023-07-03 13:40:02.040253212,1,193.25,129.0,-0.14043858482437283,0.11358428482438193,0.009999999999990905,0.0168543
10951,2023-07-03 13:40:02.040253212,1,193.25,75.0,-0.06321250464462544,0.03591850464463453,0.009999999999990905,0.017294
10959,2023-07-03 13:40:02.109735985,1,193.24,40.0,-0.06241430464462544,0.03591850464463453,0.009999999999990905,0.0164958
10963,2023-07-03 13:40:03.481741166,2,193.26,172.0,-0.06255940464465386,0.03591850464463453,0.010000000000019327,0.0166409
10965,2023-07-03 13:40:04.590972311,2,193.29,71.0,-0.30391293715707624,0.28734803715707624,0.0,0.0165649
10990,2023-07-03 13:40:06.530006680,2,193.29,52.0,-0.27048148204301575,0.25398218204301576,0.0,0.0164993
11001,2023-07-03 13:40:09.237725379,2,193.31,104.0,-0.13583680293689043,0.11912820293689044,0.0,0.0167086
11002,2023-07-03 13:40:09.237729415,1,193.31,121.0,-0.09701311803554472,0.08031621803554471,0.0,0.0166969
11028,2023-07-03 13:40:10.890920024,2,193.32,134.0,-0.041995118204301574,0.025398218204301576,0.0,0.0165969
11029,2023-07-03 13:40:11.245146760,2,193.325,167.0,-0.2758268820430396,0.25398218204301576,0.005000000000023874,0.0168447
11035,2023-07-03 13:40:11.249860143,2,193.34,60.0,-0.28074388204300665,0.25398218204301576,0.009999999999990905,0.0167617
11043,2023-07-03 13:40:11.367193761,2,193.34,135.0,-0.28062368204300664,0.25398218204301576,0.009999999999990905,0.0166415
11046,2023-07-03 13:40:11.397198243,1,193.35,118.0,-0.27083478204301575,0.25398218204301576,0.0,0.0168526
11075,2023-07-03 13:40:14.568002574,1,193.35,63.0,-0.28043248204303506,0.25398218204301576,0.010000000000019327,0.0164503
11086,2023-07-03 13:40:15.127137430,1,193.33,80.0,-0.28053478204300664,0.25398218204301576,0.009999999999990905,0.0165526
11087,2023-07-03 13:40:15.128218903,2,193.34,163.0,-0.3756568464463452,0.35918504644634525,0.0,0.0164718
11097,2023-07-03 13:40:18.982794693,1,193.36,40.0,-0.27057848204301577,0.25398218204301576,0.0,0.0165963
11106,2023-07-03 13:40:20.109041993,2,193.38,102.0,-0.13034868482438194,0.11358428482438193,0.0,0.0167644
11115,2023-07-03 13:40:22.245939691,2,193.4,94.0,-0.28091818204300667,0.25398218204301576,0.009999999999990905,0.016936
11124,2023-07-03 13:40:25.167998118,1,193.4,85.0,-0.27071638204301574,0.25398218204301576,0.0,0.0167342
11125,2023-07-03 13:40:25.167998118,2,193.4,98.0,-0.2879129632294941,0.27117876322949414,0.0,0.0167342
11129,2023-07-03 13:40:25.559601928,1,193.41,150.0,-0.042281118204301575,0.025398218204301576,0.0,0.0168829
11142,2023-07-03 13:40:26.642848464,1,193.42,128.0,-0.08771973640861339,0.05079643640860315,0.020000000000010232,0.0169233
11156,2023-07-03 13:40:28.028937936,1,193.41,93.0,-0.45635944351571106,0.43991004351571106,0.0,0.0164494
11171,2023-07-03 13:40:29.052169783,1,193.4,60.0,-0.2804517820430067,0.25398218204301576,0.009999999999990905,0.0164696
11181,2023-07-03 13:40:30.083459303,2,193.39,140.0,-0.2806011820430351,0.25398218204301576,0.010000000000019327,0.016619
11182,2023-07-03 13:40:30.086870615,1,193.39,50.0,-0.28049818204303506,0.25398218204301576,0.010000000000019327,0.016516
11225,2023-07-03 13:40:34.466431706,1,193.37,134.0,-0.07084870435156201,0.04399100435157111,0.009999999999990905,0.0168577
11228,2023-07-03 13:40:34.469630728,1,193.36,73.0,-0.2808704820430067,0.25398218204301576,0.009999999999990905,0.0168883
11244,2023-07-03 13:40:36.678899138,2,193.35,133.0,-0.09687811803554472,0.08031621803554471,0.0,0.0165619
11251,2023-07-03 13:40:38.136385288,2,193.36,162.0,-0.12200233635882071,0.10471953635882071,0.0,0.0172828
11258,2023-07-03 13:40:38.136511242,1,193.36,138.0,-0.3333250666113643,0.3162052666113643,0.0,0.0171198
11284,2023-07-03 13:40:45.009190837,1,193.38,103.0,-0.2891541119548021,0.2627212119548112,0.009999999999990905,0.0164329
11286,2023-07-03 13:40:45.009352626,1,193.38,171.0,-0.30815646619254977,0.28167986619255886,0.009999999999990905,0.0164766
11289,2023-07-03 13:40:45.922852731,2,193.35,158.0,-0.2809721820430351,0.25398218204301576,0.010000000000019327,0.01699
11299,2023-07-03 13:40:46.733728821,2,193.36,110.0,-0.27098718204301575,0.25398218204301576,0.0,0.017005
11300,2023-07-03 13:40:47.085830095,2,193.36,38.0,-0.28061848204300666,0.25398218204301576,0.009999999999990905,0.0166363
11302,2023-07-03 13:40:47.085858870,1,193.36,72.0,-0.07735593640859406,0.05079643640860315,0.009999999999990905,0.0165595
11304,2023-07-03 13:40:49.180349877,1,193.34,137.0,-0.060444004351571115,0.04399100435157111,0.0,0.016453
11310,2023-07-03 13:40:51.050195165,2,193.35,155.0,-0.2706309820430158,0.25398218204301576,0.0,0.0166488
11325,2023-07-03 13:40:55.845157124,2,193.38,172.0,-0.2705671820430158,0.25398218204301576,0.0,0.016585
11336,2023-07-03 13:40:59.731522640,1,193.42,73.0,-0.09686571803554472,0.08031621803554471,0.0,0.0165495
11339,2023-07-03 13:41:01.673443575,2,193.43,127.0,-0.28064308204300664,0.25398218204301576,0.009999999999990905,0.0166609
11344,2023-07-03 13:41:03.656015412,2,193.42,95.0,-0.2804484820430351,0.25398218204301576,0.010000000000019327,0.0164663
11350,2023-07-03 13:41:04.859568990,1,193.39,80.0,-0.11063866012726173,0.08423636012724241,0.010000000000019327,0.0164023
11351,2023-07-03 13:41:05.143975192,1,193.4,52.0,-0.7349079928926905,0.7183700928926905,0.0,0.0165379
11358,2023-07-03 13:41:06.138385778,2,193.44,156.0,-0.19607552322317262,0.17959252322317262,0.0,0.016483
11363,2023-07-03 13:41:08.033852452,1,193.41,90.0,-0.27062188204301574,0.25398218204301576,0.0,0.0166397
11372,2023-07-03 13:41:15.034704972,1,193.45,96.0,-0.23660502175785553,0.21995502175785553,0.0,0.01665
11373,2023-07-03 13:41:15.034770446,1,193.45,130.0,-0.14340089102150788,0.12699109102150788,0.0,0.0164098
11390,2023-07-03 13:41:19.102653637,2,193.42,130.0,-0.2703877820430158,0.25398218204301576,0.0,0.0164056
11401,2023-07-03 13:41:22.274313068,2,193.45,138.0,-0.28081518204303507,0.25398218204301576,0.010000000000019327,0.016833
11421,2023-07-03 13:41:32.452744999,1,193.46,126.0,-0.27086798204301576,0.25398218204301576,0.0,0.0168858
11426,2023-07-03 13:41:33.905664260,2,193.47,144.0,-0.213426024929208,0.1866380249292171,0.009999999999990905,0.016788
11432,2023-07-03 13:41:33.905664260,1,193.46,100.0,-0.1645591910214897,0.12699109102150788,0.01999999999998181,0.0175681
11450,2023-07-03 13:41:36.143941674,1,193.45,138.0,-0.2687344599122671,0.24228355991224776,0.010000000000019327,0.0164509
11455,2023-07-03 13:41:37.524708594,1,193.45,149.0,-0.2674676541066535,0.24094865410663419,0.010000000000019327,0.016519
11467,2023-07-03 13:41:40.739247241,2,193.43,80.0,-0.18932804657156255,0.16262794657157165,0.009999999999990905,0.0167001
11477,2023-07-03 13:41:42.815172030,2,193.44,102.0,-0.2807157820430067,0.25398218204301576,0.009999999999990905,0.0167336
11482,2023-07-03 13:41:44.675824275,1,193.43,131.0,-0.18318033194904912,0.15656513194905822,0.009999999999990905,0.0166152
11487,2023-07-03 13:41:48.159014216,2,193.44,111.0,-0.13837407550016448,0.12180557550016448,0.0,0.0165685
11488,2023-07-03 13:41:48.159624450,1,193.45,146.0,-0.5244382640860316,0.5079643640860315,0.0,0.0164739
11490,2023-07-03 13:41:48.160123680,2,193.45,166.0,-0.33469326195188825,0.31823876195188827,0.0,0.0164545
11500,2023-07-03 13:41:48.733245838,2,193.45,69.0,-0.14382959102150789,0.12699109102150788,0.0,0.0168385
11505,2023-07-03 13:41:50.260731607,1,193.45,99.0,-0.2811472820430351,0.25398218204301576,0.010000000000019327,0.0171651
11507,2023-07-03 13:41:50.730447583,2,193.46,175.0,-0.15584887030934327,0.13911177030934327,0.0,0.0167371
11514,2023-07-03 13:41:50.838588738,1,193.47,72.0,-0.13825077550016449,0.12180557550016448,0.0,0.0164452
11529,2023-07-03 13:41:58.011825468,1,193.48,71.0,-0.042046118204301576,0.025398218204301576,0.0,0.0166479
11535,2023-07-03 13:42:00.093144626,1,193.5,61.0,-0.27119498204301573,0.25398218204301576,0.0,0.0172128
11537,2023-07-03 13:42:00.093144626,1,193.5,170.0,-0.08904980928926906,0.07183700928926906,0.0,0.0172128
11539,2023-07-03 13:42:00.093144626,2,193.5,81.0,-0.23569653419672548,0.21848373419672548,0.0,0.0172128
11549,2023-07-03 13:42:03.252873711,1,193.54,133.0,-0.1887708968449926,0.1722590968449926,0.0,0.0165118
11585,2023-07-03 13:42:09.904670515,1,193.49,135.0,-0.08325144241218187,0.056792142412190966,0.009999999999990905,0.0164593
11590,2023-07-03 13:42:10.163899445,2,193.48,67.0,-0.2808596820430351,0.25398218204301576,0.010000000000019327,0.0168775
11592,2023-07-03 13:42:10.163899445,2,193.48,134.0,-0.3284646313591301,0.3015871313591108,0.010000000000019327,0.0168775
11594,2023-07-03 13:42:11.027576555,1,193.47,162.0,-0.37305041464994965,0.34638551464995876,0.009999999999990905,0.0166649
11609,2023-07-03 13:42:12.539581973,2,193.44,154.0,-0.07807793640859406,0.05079643640860315,0.009999999999990905,0.0172815
11611,2023-07-03 13:42:12.539581973,2,193.44,147.0,-0.28126368204300667,0.25398218204301576,0.009999999999990905,0.0172815
11623,2023-07-03 13:42:12.547761060,2,193.4,79.0,-0.29081718204299756,0.25398218204301576,0.01999999999998181,0.016835
11633,2023-07-03 13:42:12.547761060,2,193.4,81.0,-0.27981175991222956,0.24228355991224776,0.01999999999998181,0.0175282
11638,2023-07-03 13:42:12.555449564,2,193.41,50.0,-0.7349441928926905,0.7183700928926905,0.0,0.0165741
11646,2023-07-03 13:42:13.643111854,1,193.44,96.0,-0.18499932025448482,0.16847272025448481,0.0,0.0165266
11647,2023-07-03 13:42:14.082937510,1,193.44,37.0,-0.20671926151004275,0.19006286151004276,0.0,0.0166564
11660,2023-07-03 13:42:16.287358364,2,193.46,100.0,-0.29098468204299754,0.25398218204301576,0.01999999999998181,0.0170025
11661,2023-07-03 13:42:16.287358364,1,193.46,106.0,-0.2111239114742915,0.17412141147430968,0.01999999999998181,0.0170025
11671,2023-07-03 13:42:16.287467190,2,193.46,54.0,-0.22151731576340103,0.19508741576341013,0.009999999999990905,0.0164299
11685,2023-07-03 13:42:16.968814289,2,193.43,52.0,-0.2804337820430067,0.25398218204301576,0.009999999999990905,0.0164516
11695,2023-07-03 13:42:18.161934777,2,193.41,42.0,-0.28062738204300663,0.25398218204301576,0.009999999999990905,0.0166452
11703,2023-07-03 13:42:18.712532011,1,193.43,124.0,-0.37576544644634524,0.35918504644634525,0.0,0.0165804
11705,2023-07-03 13:42:18.712563590,1,193.43,132.0,-0.33794137214217884,0.32126487214217886,0.0,0.0166765
11715,2023-07-03 13:42:18.713272306,1,193.42,56.0,-0.2807264820430351,0.25398218204301576,0.010000000000019327,0.0167443
11716,2023-07-03 13:42:18.713272306,1,193.42,84.0,-0.38592934644636456,0.35918504644634525,0.010000000000019327,0.0167443
11724,2023-07-03 13:42:19.170579797,1,193.41,143.0,-0.28075138204300665,0.25398218204301576,0.009999999999990905,0.0167692
11733,2023-07-03 13:42:19.171186725,2,193.42,90.0,-0.2592781599122478,0.24228355991224776,0.0,0.0169946
11748,2023-07-03 13:42:20.500386065,1,193.41,134.0,-0.7354089928926905,0.7183700928926905,0.0,0.0170389
11757,2023-07-03 13:42:22.660332131,1,193.43,38.0,-0.27051938204301573,0.25398218204301576,0.0,0.0165372
11762,2023-07-03 13:42:26.297925188,1,193.42,47.0,-0.2948556406186865,0.27822354061868654,0.0,0.0166321
11790,2023-07-03 13:42:41.745363639,2,193.46,170.0,-0.27041958204301575,0.25398218204301576,0.0,0.0164374
11800,2023-07-03 13:42:43.124913539,1,193.49,76.0,-0.05248190464463453,0.03591850464463453,0.0,0.0165634
11801,2023-07-03 13:42:43.379353633,1,193.49,113.0,-0.16670568524522117,0.15025788524522118,0.0,0.0164478
11823,2023-07-03 13:42:46.200853827,1,193.53,36.0,-0.19623232322317263,0.17959252322317262,0.0,0.0166398
11852,2023-07-03 13:42:49.086038843,2,193.59,137.0,-0.1671280852452212,0.15025788524522118,0.0,0.0168702
11860,2023-07-03 13:42:49.183965180,1,193.62,37.0,-0.27047818204301577,0.25398218204301576,0.0,0.016496
11875,2023-07-03 13:42:52.383903537,1,193.63,55.0,-0.13013828482438194,0.11358428482438193,0.0,0.016554
11905,2023-07-03 13:42:57.811818018,1,193.63,104.0,-0.05194711820429248,0.025398218204301576,0.009999999999990905,0.0165489
11906,2023-07-03 13:42:58.830202497,1,193.62,67.0,-0.28045488204300667,0.25398218204301576,0.009999999999990905,0.0164727
11908,2023-07-03 13:42:58.830636927,2,193.61,78.0,-0.05186631820429248,0.025398218204301576,0.009999999999990905,0.0164681
11914,2023-07-03 13:42:59.246015246,2,193.59,73.0,-0.38586284644633617,0.35918504644634525,0.009999999999990905,0.0166778
11928,2023-07-03 13:43:04.905374578,2,193.61,93.0,-0.14643851023422125,0.12950601023422126,0.0,0.0169325
11949,2023-07-03 13:43:07.241326781,2,193.6,91.0,-0.16021121857853812,0.14367401857853812,0.0,0.0165372
11952,2023-07-03 13:43:07.713035912,1,193.6,163.0,-0.1539197910215272,0.12699109102150788,0.010000000000019327,0.0169287
11968,2023-07-03 13:43:08.845037161,1,193.58,69.0,-0.38341248003511597,0.3564809800351251,0.009999999999990905,0.0169315
11969,2023-07-03 13:43:08.846098515,1,193.58,101.0,-0.27050268204301575,0.25398218204301576,0.0,0.0165205
11975,2023-07-03 13:43:08.933775591,1,193.58,137.0,-0.29087528204299756,0.25398218204301576,0.01999999999998181,0.0168931
11977,2023-07-03 13:43:09.044737335,2,193.57,130.0,-0.0522610182043209,0.025398218204301576,0.010000000000019327,0.0168628
11980,2023-07-03 13:43:09.044737335,2,193.57,37.0,-0.2808449820430351,0.25398218204301576,0.010000000000019327,0.0168628
11987,2023-07-03 13:43:09.437965149,1,193.57,121.0,-0.2810090820430351,0.25398218204301576,0.010000000000019327,0.0170269
11991,2023-07-03 13:43:09.437965149,1,193.56,117.0,-0.291009082043026,0.25398218204301576,0.020000000000010232,0.0170269
11996,2023-07-03 13:43:09.616758172,1,193.56,91.0,-0.05245640464463453,0.03591850464463453,0.0,0.0165379
12009,2023-07-03 13:43:11.794971174,1,193.58,76.0,-0.041944518204301576,0.025398218204301576,0.0,0.0165463
12021,2023-07-03 13:43:13.364080944,2,193.6,82.0,-1.8074169817732277,1.7908895817732278,0.0,0.0165274
12027,2023-07-03 13:43:13.460213111,2,193.61,132.0,-0.06079790435157111,0.04399100435157111,0.0,0.0168069
12035,2023-07-03 13:43:15.266587545,1,193.6,96.0,-0.27073488204301577,0.25398218204301576,0.0,0.0167527
12038,2023-07-03 13:43:15.266587545,1,193.6,167.0,-0.1437437910215079,0.12699109102150788,0.0,0.0167527
12078,2023-07-03 13:43:23.768280593,2,193.51,111.0,-0.27044348204301577,0.25398218204301576,0.0,0.0164613
12082,2023-07-03 13:43:27.005371937,1,193.52,129.0,-0.2804015820430067,0.25398218204301576,0.009999999999990905,0.0164194
12102,2023-07-03 13:43:34.364737677,1,193.48,136.0,-0.13157723635884003,0.10471953635882071,0.010000000000019327,0.0168577
12106,2023-07-03 13:43:34.928532466,2,193.46,109.0,-0.06290300464462543,0.03591850464463453,0.009999999999990905,0.0169845
12120,2023-07-03 13:43:37.048628279,1,193.45,135.0,-0.27052378204301575,0.25398218204301576,0.0,0.0165416
12131,2023-07-03 13:43:40.022215469,1,193.49,59.0,-0.06729083640860314,0.05079643640860315,0.0,0.0164944
12149,2023-07-03 13:43:40.463387649,1,193.49,42.0,-0.2804205820430067,0.25398218204301576,0.009999999999990905,0.0164384
12154,2023-07-03 13:43:40.859003675,1,193.5,157.0,-0.27102418204301576,0.25398218204301576,0.0,0.017042
12184,2023-07-03 13:43:47.692952815,2,193.45,125.0,-0.28040558204303506,0.25398218204301576,0.010000000000019327,0.0164234
12213,2023-07-03 13:43:55.870161223,1,193.47,149.0,-0.10091316012724241,0.08423636012724241,0.0,0.0166768
12225,2023-07-03 13:43:57.446543559,2,193.43,151.0,-0.05213231820429248,0.025398218204301576,0.009999999999990905,0.0167341
12231,2023-07-03 13:43:57.448977755,1,193.42,113.0,-0.37567654644634524,0.35918504644634525,0.0,0.0164915
12237,2023-07-03 13:43:58.736323272,1,193.44,142.0,-0.11809527804102317,0.09157457804103226,0.009999999999990905,0.0165207
12238,2023-07-03 13:43:58.810046407,2,193.45,51.0,-0.2707256820430158,0.25398218204301576,0.0,0.0167435
12244,2023-07-03 13:44:00.212796452,2,193.46,50.0,-0.11179013075502138,0.09503143075502138,0.0,0.0167587
12247,2023-07-03 13:44:00.616051206,1,193.47,86.0,-0.07332924241219096,0.056792142412190966,0.0,0.0165371
12255,2023-07-03 13:44:01.746426287,1,193.51,163.0,-0.27079778204301574,0.25398218204301576,0.0,0.0168156
12258,2023-07-03 13:44:04.486875069,2,193.5,104.0,-0.1750651885640576,0.1480957885640667,0.009999999999990905,0.0169694
12267,2023-07-03 13:44:05.236137433,2,193.45,110.0,-0.18709983607110875,0.16063243607108943,0.010000000000019327,0.0164674
12273,2023-07-03 13:44:06.461392256,2,193.44,155.0,-0.28079188204300665,0.25398218204301576,0.009999999999990905,0.0168097
12276,2023-07-03 13:44:07.443089893,2,193.44,122.0,-0.25366186964875476,0.22716856964876386,0.009999999999990905,0.0164933
12301,2023-07-03 13:44:16.100950471,2,193.41,136.0,-0.15352509102149878,0.12699109102150788,0.009999999999990905,0.016534
12303,2023-07-03 13:44:17.097926700,1,193.41,155.0,-0.1535949910214988,0.12699109102150788,0.009999999999990905,0.0166039
12312,2023-07-03 13:44:18.069813255,1,193.43,46.0,-0.052635304644634534,0.03591850464463453,0.0,0.0167168
12318,2023-07-03 13:44:21.394323520,2,193.45,134.0,-0.1510401382254709,0.1343947382254709,0.0,0.0166454
12332,2023-07-03 13:44:26.306827351,2,193.44,152.0,-0.2704671820430158,0.25398218204301576,0.0,0.016485
12345,2023-07-03 13:44:28.888667662,2,193.43,98.0,-0.27082338204301576,0.25398218204301576,0.0,0.0168412
12349,2023-07-03 13:44:28.889078632,2,193.43,171.0,-0.1960076232231726,0.17959252322317262,0.0,0.0164151
12350,2023-07-03 13:44:28.914650397,2,193.44,155.0,-0.3572003544731458,0.3407528544731458,0.0,0.0164475
12377,2023-07-03 13:44:42.671411075,2,193.42,130.0,-0.3127971771281334,0.2961915771281334,0.0,0.0166056
12388,2023-07-03 13:44:44.211336070,1,193.44,133.0,-0.27083698204301576,0.25398218204301576,0.0,0.0168548
12399,2023-07-03 13:44:45.492441821,1,193.49,113.0,-0.14367269102150787,0.12699109102150788,0.0,0.0166816
12409,2023-07-03 13:44:47.761247623,1,193.48,152.0,-0.10463560870314223,0.08798200870314223,0.0,0.0166536
12413,2023-07-03 13:44:47.896871810,2,193.47,124.0,-0.39667794644635546,0.35918504644634525,0.020000000000010232,0.0174929
12427,2023-07-03 13:44:53.775360285,1,193.42,90.0,-0.06294830464465385,0.03591850464463453,0.010000000000019327,0.0170298
12429,2023-07-03 13:44:53.775360285,2,193.42,167.0,-0.28101198204303507,0.25398218204301576,0.010000000000019327,0.0170298
12431,2023-07-03 13:44:53.775360285,2,193.42,153.0,-0.15402089102152722,0.12699109102150788,0.010000000000019327,0.0170298
12436,2023-07-03 13:44:54.094742644,2,193.4,35.0,-0.0896695749763966,0.062212674976405695,0.009999999999990905,0.0174569
12442,2023-07-03 13:44:54.094742644,1,193.4,80.0,-0.0896695749763966,0.062212674976405695,0.009999999999990905,0.0174569
12443,2023-07-03 13:44:54.094742644,1,193.4,144.0,-0.05285511820429248,0.025398218204301576,0.009999999999990905,0.0174569
12446,2023-07-03 13:44:54.095244921,1,193.4,58.0,-0.2809631820430067,0.25398218204301576,0.009999999999990905,0.016981
12449,2023-07-03 13:44:54.095244921,1,193.4,86.0,-0.20709982322316353,0.17959252322317262,0.009999999999990905,0.0175073
12450,2023-07-03 13:44:54.095244921,1,193.4,40.0,-0.06342580464462544,0.03591850464463453,0.009999999999990905,0.0175073
12456,2023-07-03 13:44:55.332592958,2,193.42,54.0,-0.39913564154325865,0.38266274154325863,0.0,0.0164729
12461,2023-07-03 13:44:56.967754205,2,193.44,81.0,-0.1905992114743097,0.17412141147430968,0.0,0.0164778
12471,2023-07-03 13:44:58.804878137,2,193.46,88.0,-0.32778657488202845,0.31106337488202845,0.0,0.0167232
12472,2023-07-03 13:44:58.804878137,2,193.46,46.0,-0.27070538204301575,0.25398218204301576,0.0,0.0167232
12495,2023-07-03 13:45:04.734462209,1,193.47,83.0,-0.16350819102151812,0.12699109102150788,0.020000000000010232,0.0165171
12499,2023-07-03 13:45:05.346177282,2,193.47,55.0,-0.23665082175785554,0.21995502175785553,0.0,0.0166958
12518,2023-07-03 13:45:09.169303784,1,193.45,34.0,-0.291036182043026,0.25398218204301576,0.020000000000010232,0.017054
12529,2023-07-03 13:45:13.103500998,2,193.41,106.0,-0.05220561820429248,0.025398218204301576,0.009999999999990905,0.0168074
12534,2023-07-03 13:45:14.502986423,2,193.41,46.0,-0.25247450125322735,0.2257443012532364,0.009999999999990905,0.0167302
12542,2023-07-03 13:45:15.226287770,1,193.4,154.0,-0.1582748755001463,0.12180557550016448,0.01999999999998181,0.0164693
12544,2023-07-03 13:45:15.512794845,2,193.41,43.0,-0.1831164319490491,0.15656513194905822,0.009999999999990905,0.0165513
12552,2023-07-03 13:45:15.996955760,1,193.4,97.0,-0.3610963936899852,0.3445181936899852,0.0,0.0165782
12556,2023-07-03 13:45:16.247881238,1,193.41,124.0,-0.27075928204301575,0.25398218204301576,0.0,0.0167771
12568,2023-07-03 13:45:16.687842005,2,193.41,107.0,-0.2707373820430158,0.25398218204301576,0.0,0.0167552
12606,2023-07-03 13:45:19.732268412,2,193.36,109.0,-0.27040368204301574,0.25398218204301576,0.0,0.0164215
12612,2023-07-03 13:45:21.918569146,2,193.36,162.0,-0.2807273820430067,0.25398218204301576,0.009999999999990905,0.0167452
12624,2023-07-03 13:45:24.771579617,1,193.35,141.0,-0.27063268204301577,0.25398218204301576,0.0,0.0166505
12630,2023-07-03 13:45:26.088061177,2,193.33,169.0,-0.10744831803553562,0.08031621803554471,0.009999999999990905,0.0171321
12637,2023-07-03 13:45:28.680772650,2,193.3,36.0,-0.05277651820429248,0.025398218204301576,0.009999999999990905,0.0173783
12645,2023-07-03 13:45:28.680855357,1,193.3,138.0,-0.2151572274216578,0.18835822742166689,0.009999999999990905,0.016799
12646,2023-07-03 13:45:28.680855357,1,193.3,153.0,-0.05219721820429248,0.025398218204301576,0.009999999999990905,0.016799
12647,2023-07-03 13:45:28.680855357,1,193.3,125.0,-0.14038328482437284,0.11358428482438193,0.009999999999990905,0.016799
12648,2023-07-03 13:45:28.680855357,1,193.3,168.0,-0.06271750464462544,0.03591850464463453,0.009999999999990905,0.016799
12651,2023-07-03 13:45:28.680855357,2,193.3,92.0,-0.10776561803553562,0.08031621803554471,0.009999999999990905,0.0174494
12660,2023-07-03 13:45:29.678082097,1,193.3,51.0,-0.28054568204300667,0.25398218204301576,0.009999999999990905,0.0165635
